Location Name,Date,Latitude,Longitude
"شهر مشهد, بخش مرکزی شهرستان مشهد, شهرستان مشهد, استان خراسان رضوی, ایران",03/13/1997,36.2974945,59.6059232
"Haren, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1110, België / Belgique / Belgien",03/14/1939,50.8909441,4.4157553
"昆明市, 云南省, 中国",03/14/1942,25.0363006,102.7086139
"Résidence les Moucherolles, Les Maréchaux, Les Traverses, Corrençon-en-Vercors, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38250, France",03/14/1947,45.0367303,5.5298791
"Mackay, Mackay Regional, Queensland, 4740, Australia",03/14/1954,-21.141956,149.1865149
"Manchester, Greater Manchester, England, United Kingdom",03/14/1957,53.4794892,-2.2451148
"فجيرة, الإمارات العربية المتحدة",03/14/1972,25.336728100000002,56.172704258882646
"Whitelake School, Lamos Road, Fruitland Township, Muskegon County, Michigan, United States",03/14/1978,43.3655661,-86.3978456
"مطار الدوحة الدولي, قيس بن سعد, المطار القديم, الدوحة, قطر",03/14/1979,25.257550600000002,51.57199947270161
"北京市, 东城区, 北京市, 100010, 中国",03/14/1979,39.9057136,116.3912972
"Warszawa, województwo mazowieckie, Polska",03/14/1980,52.2337172,21.071432235636493
"Yenice, Çorum Merkez, Çorum, Karadeniz Bölgesi, Türkiye",03/14/1980,40.430603,34.8252381
"Grants, Cibola County, New Mexico, 87020, United States",03/14/1993,35.14726,-107.851446
"Malindi, Kilifi, Coast, 80200, Kenya",03/14/1994,-3.2165987,40.1165933
"Placetas, Villa Clara, Cuba",03/14/2002,22.3142933,-79.6533987
"Fazenda Nossa Senhora de Lourdes, Três Corações, Região Geográfica Imediata de Três Corações, Região Geográfica Intermediária de Varginha, Minas Gerais, Região Sudeste, 37410-000, Brasil",03/14/2007,-21.6455604,-45.1935254
"العريش, 40, Arish, شبة جزيرة سيناء, مصر",03/15/1935,31.1515017,33.8310891
"Villa Pinzón, Comuna 3 - San Simón, Perímetro Urbano Ibagué, Ibagué, Centro, Tolima, RAP (Especial) Central, 730002, Colombia",03/15/1948,4.4466742,-75.2159368
"Berlin, Deutschland",03/15/1949,52.5170365,13.3888599
"El Refugio, Comuna del Trapiche, Piedecuesta, Santander, RAP Gran Santander, 681011, Colombia",03/15/1960,6.9958522,-73.0601744
"Adak, Aleutians West Census Area, Alaska, 99546, United States",03/15/1962,51.8736127,-176.6390321
"Charaña, Municipio Charaña, Provincia Pacajes, La Paz, Bolivia",03/15/1963,-17.593033,-69.4464289
"Hyderabad, Bahadurpura mandal, Hyderabad District, Telangana, India",03/15/1973,17.360589,78.4740613
"Brunswick, Maine, 04011, United States",03/15/1973,43.9166529,-69.9659438
"شهر تهران, بخش مرکزی شهرستان تهران, شهرستان تهران, استان تهران, ایران",03/15/1974,35.6892523,51.3896004
"West Lafayette, Tippecanoe County, Indiana, United States",03/15/1989,40.4258686,-86.9080655
"المدينة المنورة, محافظة المدينة المنورة, منطقة المدينة المنورة, 41419, السعودية",03/15/2001,24.471153,39.6111216
"Alma, Buffalo County, Wisconsin, United States",03/15/2002,44.320281,-91.9149094
"Campbeltown, Argyll and Bute, Alba / Scotland, PA28 6AD, United Kingdom",03/15/2005,55.4241858,-5.6051005
"Manzanares, Alto Oriente, Caldas, RAP del Agua y la Montaña, Colombia",03/16/1939,5.253198,-75.1544544
"東京都, 日本",03/16/1960,35.6821936,139.762221
"Kodiak, Kodiak Island, Alaska, United States",03/16/1967,57.79,-152.407222
"Maracaibo, Parroquia Cacique Mara, Municipio Maracaibo, Zulia, 4012, Venezuela",03/16/1969,10.6498095,-71.6443596
"Đường sắt cao tốc Bắc - Nam, Đường Tránh Nam Hải Vân-Túy Loan, Xã Hòa Sơn, Huyện Hòa Vang, Thành phố Đà Nẵng, Việt Nam",03/16/1970,16.0321703,108.1145398
"Barito, Avenida 60, La Plata, Partido de La Plata, Buenos Aires, B1904DVC, Argentina",03/16/1975,-34.9157207,-57.9361978
"San Borja, General José Ballivián Segurola, Beni, Bolivia",03/16/1984,-14.8582125,-66.7474736
"Malanje, Angola",03/16/1991,-9.535332,16.9364293
"San Diego, San Diego County, California, United States",03/16/1991,32.7174202,-117.162772
"сельское поселение Оссора, Карагинский район, Камчатский край, Дальневосточный федеральный округ, 688700, Россия",03/16/1995,59.2975701,162.52155249822377
"Tonopah, Nye County, Nevada, 89949, United States",03/16/2004,38.100063,-117.22506087703566
"Аэропорт Варандей, Заполярный район, Ненецкий автономный округ, Северо-Западный федеральный округ, Россия",03/16/2005,68.8489378,58.2025419175187
"Newark, Essex County, New Jersey, United States",03/17/1929,40.735657,-74.1723667
"南京市, 江苏省, 中国",03/17/1946,32.0438284,118.7788631
"Medellín, Valle de Aburrá, Antioquia, RAP del Agua y la Montaña, 0500, Colombia",03/17/1947,6.2697018,-75.60252574475943
"Thành phố Đà Nẵng, Việt Nam",03/17/1953,16.068,108.212
"Cebu City, Central Visayas, Pilipinas",03/17/1957,10.2931062,123.9020773
"Musquodoboit Harbour, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",03/17/1965,44.7875966,-63.1485406
"Москва, Центральный федеральный округ, Россия",03/17/1979,55.625578,37.6063916
"Dr. Babasaheb Ambedkar International Airport, Wardha Road, Nagpur City, Nagpur Urban Taluka, Nagpur District, Maharashtra, 440025, India",03/17/1994,21.09090785,79.05467886098818
"Key West, Monroe County, Florida, United States",03/17/1996,24.5548262,-81.8020722
"Museum of Kuna Cultura, Vía Nusagandi, Cartí, Narganá, Distrito Gaigirgordub, Guna Yala, Panamá",03/17/2000,9.4708308,-78.9600918
"Ennadai Lake, ᑭᕙᓪᓕᖅ Kivalliq Region, ᓄᓇᕗᑦ Nunavut, Canada",03/17/2000,61.0943811,-100.84701394509237
"Lubango, Huíla, Angola",03/17/2001,-14.9195617,13.4897509
"Самара, городской округ Самара, Самарская область, Приволжский федеральный округ, 443028, Россия",03/17/2007,53.2194648,50.2039316
"North Adler Avenue, Farmington, Washington County, Arkansas, 72730, United States",03/18/1939,36.0476481,-94.2421737
"Negombo, Gampaha District, Western Province, 11500, ශ්‍රී ලංකාව இலங்கை",03/18/1947,7.2094282,79.833117
"Waikanae, Kāpiti Coast District, Wellington, 5036, New Zealand / Aotearoa",03/18/1949,-40.8758432,175.0643045
"Random Island, Newfoundland, Newfoundland and Labrador, Canada",03/18/1953,48.1446647,-53.73042469301693
"Yurac Sayari, Municipio Arque, Arque, Cochabamba, Bolivia",03/18/1957,-17.7388069,-66.4680126
"القاهرة, مصر",03/18/1966,30.0443879,31.2357257
"Singa, Al Fasher, ولاية شمال دارفور, السودان",03/18/1975,13.0161778,24.8516253
"Havana Cuba, 倫斯泰特大馬路 Avenida Sir Anders Ljungstedt, 新口岸填海區 Zona de Aterros do Porto Exterior, 新口岸新填海區(皇朝區) Zona Nova de Aterros do Porto Exterior, 大堂區 Sé, 澳門 Macau, 999078, 中国",03/18/1976,22.1883069,113.5493076
"Rua Nova Brasillia, Itaparica, Região Geográfica Imediata de Nazaré – Maragogipe, Região Metropolitana de Salvador, Região Geográfica Intermediária de Santo Antônio de Jesus, Bahia, Região Nordeste, 44460-000, Brasil",03/18/1991,-12.8940269,-38.6771549
"Treasure Cay, North Abaco, The Bahamas",03/18/1991,26.6774884,-77.2895287
"Spokane, Spokane County, Washington, United States",03/18/1994,47.6571934,-117.42351
"Key West, Monroe County, Florida, United States",03/18/1994,24.5548262,-81.8020722
"Черкесский городской округ, Карачаево-Черкесия, Северо-Кавказский федеральный округ, Россия",03/18/1997,44.22538305,42.06819662981461
"新竹市, 臺灣",03/18/1998,24.8066333,120.9686833
"Tame, Arauca, RAP Llanos, Colombia",03/18/1999,6.4615077,-71.7245069
"Hamilton Island, Whitsundays, Whitsunday Regional, Queensland, Australia",03/18/2004,-20.35462625,148.956051815311
"Butte, Silver Bow County, Montana, United States",03/18/2006,46.0131505,-112.536508
"Calimesa, Riverside County, California, 92320, United States",03/19/1932,34.0039044,-117.0619774
"Hobart Mills, Nevada County, California, United States",03/19/1946,39.4004621,-120.183811
"Lothian, Anne Arundel County, Maryland, 20711, United States",03/19/1954,38.8297276,-76.6159457
"Córdoba, RAP Caribe, Colombia",03/19/1960,8.3344713,-75.6666238
"Kansas City, Wyandotte County, Kansas, United States",03/19/1969,39.1134562,-94.626497
"Leesburg, Lake County, Florida, 34738, United States",03/19/1982,28.810823,-81.8778582
"Woodstock, McHenry County, Illinois, 60098, United States",03/19/1982,42.3147529,-88.4474302
"Dagali, Hol, Viken, Norge",03/19/1993,60.4114528,8.4408805
"Davis Inlet, Labrador, Newfoundland and Labrador, Canada",03/19/1999,55.8852051,-60.8961284
"Rabat ⵔⴱⴰⵟ الرباط, Hassan حسان, باشوية الرباط, عمالة الرباط, Rabat-Salé-Kénitra ⵔⴱⴰⵟ-ⵙⵍⴰ-ⵇⵏⵉⵟⵔⴰ الرباط-سلا-القنيطرة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب",03/20/1927,34.02236,-6.8340222
"Alvarado, Union City, Alameda County, California, 94587, United States",03/20/1953,37.5964872,-122.0789268
"Mississippi Avenue, Springfield, Lane County, Oregon, 97477, United States",03/20/1955,44.042885,-123.0348192
Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر,03/20/1962,28.0000272,2.9999825
"Monte Matto, Bagolino, Comunità montana della Valle Sabbia, Brescia, Lombardia, 25072, Italia",03/20/1963,45.8556421,10.3976599
"Danbury, Stokes County, North Carolina, United States",03/20/1964,36.4093047,-80.2058831
"Asunción, Distrito Capital, Región Oriental, Paraguay / Paraguái",03/20/1966,-25.2800459,-57.6343814
"أسوان, 81511, مصر",03/20/1969,24.091071,32.897306
"New Orleans, Orleans Parish, Louisiana, United States",03/20/1969,29.9759983,-90.0782127
"Quilcene, Jefferson County, Washington, United States",03/20/1975,47.843813299999994,-122.91229323530104
"Bandar Udara Radin Inten II, Gang Anggrek, Lampung Selatan, Lampung, Sumatera, Indonesia",03/20/1982,-5.24672045,105.18205915548504
"Naha, Kepulauan Sangihe, Sulawesi Utara, Sulawesi, Indonesia",03/20/1986,3.6888671,125.5353146
"포항시, 경상북도, 대한민국",03/20/1989,36.0189315,129.3429384
"New South Wales, Australia",03/21/1931,-31.8759835,147.2869493
"Steubenville, Jefferson County, Ohio, 43952, United States",03/21/1932,40.3600714,-80.6151034
"Corozal, Sabanas, Sucre, RAP Caribe, Colombia",03/21/1951,9.2045175,-75.27619980073368
"Tezpur, Sonitpur District, Assam, 784001, India",03/21/1956,26.6229928,92.7976082
"Macaé, Região Geográfica Imediata de Macaé-Rio das Ostras, Região Geográfica Intermediária de Macaé-Rio das Ostras-Cabo Frio, Rio de Janeiro, Região Sudeste, Brasil",03/21/1980,-22.28283055,-41.96490906592897
"Houston, Harris County, Texas, United States",03/21/1980,29.7589382,-95.3676974
"Guarulhos, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil",03/21/1989,-23.4675941,-46.5277704
"Las Mesitas, Sensenti, Ocotepeque, Honduras",03/21/1990,14.4834187,-88.8973324
"رأس المشب, 611, المشعاب, الخفجي, محافظة الخفجي, المنطقة الشرقية, السعودية",03/21/1991,28.0761026,48.61357487036152
"San Diego, San Diego County, California, United States",03/21/1991,32.7174202,-117.162772
"Weipa, Weipa Town, Queensland, 4874, Australia",03/21/1994,-12.6386641,141.8710861
"Pyote, Ward County, Texas, 79777, United States",03/21/2004,31.5366066,-103.126191
"Lima Metropolitana, Lima, Perú",03/22/1934,-12.0621065,-77.0365256
"New Guinea, Southern Region, Papua Niugini",03/22/1944,-5.5226203,142.08711943819077
"Florianópolis, Região Geográfica Imediata de Florianópolis, Região Geográfica Intermediária de Florianópolis, Santa Catarina, Região Sul, Brasil",03/22/1951,-27.5973002,-48.5496098
"Gaspésie, Québec, Canada",03/22/1952,48.6146774,-66.066572550089
"Frankfurt am Main, Hessen, Deutschland",03/22/1952,50.1106444,8.6820917
"Oʻahu, Honolulu County, Hawaii, United States",03/22/1955,21.48343645,-158.03648372697478
"Grants, Cibola County, New Mexico, 87020, United States",03/22/1958,35.14726,-107.851446
"City of Binghamton, Broome County, New York, 13905, United States",03/22/1970,42.098698,-75.9125187
"Riverside County, California, United States",03/22/1978,33.7219991,-116.0372472
"Nightmute, Unorganized Borough, Alaska, United States",03/22/1979,60.496669499999996,-164.81855537072101
"Республика Саха (Якутия), Дальневосточный федеральный округ, Россия",03/22/1992,66.941626,129.642371
"LaGuardia Airport, Bowery Bay Boulevard, Queens County, City of New York, New York, 11371, United States",03/22/1992,40.7757145,-73.87336398511545
"Reno, Washoe County, Nevada, United States",03/22/1995,39.5261206,-119.8126581
"Bacolod, Western Visayas, 6100, Pilipinas",03/22/1998,10.6762836,122.9513786
"Butte, Silver Bow County, Montana, United States",03/22/2009,46.0131505,-112.536508
"Corsavy, Céret, Pyrénées-Orientales, Occitanie, France métropolitaine, 66150, France",03/23/1938,42.4662469,2.5792263
"Saint Louis, Missouri, United States",03/23/1968,38.6280278,-90.1910154
"Santiago de Cuba, Cuba",03/23/1990,20.0214637,-75.8294928
"Navoiy Viloyati, Oʻzbekiston",03/23/1991,42.0,64.0
"Região Geográfica Imediata de Tangará da Serra, Região Geográfica Intermediária de Cuiabá, Mato Grosso, Região Centro-Oeste, Brasil",03/23/1993,-13.406856,-58.31824545357143
"Bogotá, Bogotá, Distrito Capital, RAP (Especial) Central, Colombia",03/23/1994,4.6533816,-74.0836333
"Междуреченск, Междуреченский городской округ, Кемеровская область, Сибирский федеральный округ, 652870, Россия",03/23/1994,53.6863763,88.0703443
"Fayetteville, Cumberland County, North Carolina, United States",03/23/1994,35.0525759,-78.878292
"Mwanza, Nyamagana, Mwanza, Lake Zone, 33214, Tanzania",03/23/2005,-2.5196915,32.9014417
"Muqdisho مقديشو, Hamar Weyne حي حمروين, Banaadir بنادر, BN 09010, Soomaaliya الصومال",03/23/2007,2.0349312,45.3419183
"東京都, 日本",03/23/2009,35.6821936,139.762221
"Tambo, Blackall Tambo Regional, Queensland, Australia",03/24/1927,-24.9071275,146.33124025447535
"Ouroux, Deux-Grosnes, Villefranche-sur-Saône, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69860, France",03/24/1937,46.2306703,4.5943391
"काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 46000, नेपाल",03/24/1958,27.708317,85.3205817
"Bank of Ireland, Saint Martin's Road, Saint Brendan's Estate, St. Helen's ED, The Borough District of Wexford, County Wexford, Leinster, Y35 XWV6, Éire / Ireland",03/24/1968,52.249784,-6.341881048082597
"Deer Lake, Newfoundland, Newfoundland and Labrador, Canada",03/24/1980,49.1830366,-57.4320002
"Jeffersonville, Twiggs County, Georgia, United States",03/24/1983,32.6876606,-83.3470598
"Rurrenabaque, General José Ballivián Segurola, Beni, Bolivia",03/24/1984,-14.4437498,-67.5311806
"Goose Bay, Newfoundland, Newfoundland and Labrador, A0C 1Z0, Canada",03/24/1986,48.42262855,-53.8443625475164
"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 105 57, Ελλάς",03/24/1992,37.9755648,23.7348324
"Kadirana, Mattakkuliya, Colombo, Colombo District, Western Province, 01500, ශ්‍රී ලංකාව இலங்கை",03/24/2000,6.9782078,79.8746542
"Cuenca, Azuay, Ecuador",03/24/2006,-2.8974072,-79.0041726
"Hayward, Alameda County, California, United States",03/25/1933,37.6688205,-122.080796
"Clifton Township, Lackawanna County, Pennsylvania, United States",03/25/1937,41.2228616,-75.5476872
"Ankara, İç Anadolu Bölgesi, Türkiye",03/25/1950,39.7160439,32.7059948
"Miami, Miami-Dade County, Florida, United States",03/25/1958,25.7741728,-80.19362
"Natal, Região Geográfica Imediata de Natal, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil",03/25/1961,-5.805398,-35.2080905
"San Juan, Puerto Rico, United States",03/25/1965,18.465299,-66.116666
"Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",03/25/1991,12.9767936,77.590082
"Huambo, Angola",03/25/2000,-12.6076318,15.7411039
"Oklahoma City, Oklahoma County, Oklahoma, United States",03/26/1939,35.4729886,-97.5170536
"Río Grande, Municipio de Río Grande, Departamento Río Grande, Tierra del Fuego, 9420, Argentina",03/26/1951,-53.7856766,-67.7016369
"Москва, Центральный федеральный округ, Россия",03/26/1952,55.625578,37.6063916
"Monterrey, Nuevo León, México",03/26/1954,25.6802019,-100.315258
"Colorado City, Mohave County, Arizona, 86021, United States",03/26/1970,36.9899107,-112.9765425
"Guwahati, B. Baruah Road, Islumpur, Paltan Bazar, Guwahati, Kamrup Metropolitan District, Assam, 781015, India",03/26/1971,26.1805978,91.753943
"Volta Redonda, Região Geográfica Imediata de Volta Redonda-Barra Mansa, Região Geográfica Intermediária de Volta Redonda-Barra Mansa, Rio de Janeiro, Região Sudeste, Brasil",03/26/1978,-22.521856,-44.1040128
"Luanda, Município de Luanda, Luanda, Angola",03/26/1979,-8.8272699,13.2439512
"Redzikowo, gmina Redzikowo, powiat słupski, województwo pomorskie, 76-204, Polska",03/26/1981,54.4710926,17.1160575
"Archerfield Airport, Transition Drive, Archerfield, Greater Brisbane, Queensland, 4108, Australia",03/27/1943,-27.569485999999998,153.00872543991687
"Monte Cardo, Venaco, Corte, Haute-Corse, Corse, France métropolitaine, 20231, France",03/27/1948,42.2302979,9.1202731
"Itapebi, Região Geográfica Imediata de Eunápolis - Porto Seguro, Região Geográfica Intermediária de Ilhéus-Itabuna, Bahia, Região Nordeste, 45855-000, Brasil",03/27/1953,-15.9693064,-39.5316476
"Bridgeport, Wise County, Texas, 76426, United States",03/27/1958,33.2101155,-97.7547552
"Santiago de Cuba, Cuba",03/27/1962,20.0214637,-75.8294928
"Greenwood, Leflore County, Mississippi, United States",03/27/1967,33.5162315,-90.1795281
"Москва, Центральный федеральный округ, Россия",03/27/1968,55.625578,37.6063916
"Saint Louis, Missouri, United States",03/27/1968,38.6280278,-90.1910154
"Tenerife, Canarias, España",03/27/1977,28.2935785,-16.621447121144122
"Galena, Unorganized Borough, Alaska, 99741, United States",03/27/1981,64.742876,-156.85504480639975
"Bangui, Ködörösêse tî Bêafrîka / République centrafricaine",03/27/1986,4.3635118,18.5835913
"Eagle County, Colorado, United States",03/27/1987,39.6161124,-106.7172844
"Cuíto, Bié, Angola",03/27/1990,-12.3831319,16.9425484
"کابل, کابل ښاروالۍ, ولایت كابل, 1001, افغانستان",03/27/1990,34.5260109,69.1776838
"Mulia, Teluk Keramat, Sambas, Kalimantan Barat, Kalimantan, Indonesia",03/27/2003,1.5645945,109.2036524
"Diksmuide, West-Vlaanderen, België / Belgique / Belgien",03/28/1933,51.03411425,2.8625853147266254
"Elands Bay Close, Wentworth, eThekwini Ward 66, Durban, eThekwini Metropolitan Municipality, KwaZulu-Natal, 4052, South Africa",03/28/1941,-29.9229494,31.0019582
"Lège-Cap-Ferret, Arcachon, Gironde, Nouvelle-Aquitaine, France métropolitaine, France",03/28/1950,44.7951052,-1.1472098
"Largs, Ludlow Lane, Fulbourn, South Cambridgeshire, Cambridgeshire, Cambridgeshire and Peterborough, England, CB21 5BL, United Kingdom",03/28/1956,52.1814012,0.2214248
"Vesuvio, Trecase, Napoli, Campania, 80040, Italia",03/28/1964,40.8213963,14.4261967
"Perímetro Urbano Florencia, Florencia, Caquetá, RAP Amazonía, 180002, Colombia",03/28/1985,1.6158666,-75.6143045
"Piura, Perú",03/28/1998,-5.0,-80.333333
"New Vienna, Dubuque County, Iowa, United States",03/28/2003,42.5480503,-91.1143005
"سورية, سوريا",03/29/1932,34.815353599999995,38.42307447267531
"Samlandstraße, Lehndorf-Watenbüttel, Braunschweig, Niedersachsen, 38116, Deutschland",03/29/1935,52.2690474,10.4471272
"San Felipe, Parroquia San Felipe, Municipio San Felipe, Yaracuy, 3210, Venezuela",03/29/1952,10.3394796,-68.7417033
"Gbangue, Mambéré-Kadéï, Ködörösêse tî Bêafrîka / République centrafricaine",03/29/1959,4.0441276,16.2042578
"Silchar, Cachar District, Assam, India",03/29/1959,24.817861100000002,92.75622075294373
"Hamilton City, Waikato, New Zealand / Aotearoa",03/29/1995,-37.7878809,175.281788
"Aspen, Pitkin County, Colorado, United States",03/29/2001,39.1911128,-106.82356
"Germany Street, Deparo, Zone 15, Caybiga, District 1, Caloocan, Northern Manila District, Metro Manila, 1421, Pilipinas",03/30/1917,14.7411297,121.0273111
"Newark, Essex County, New Jersey, United States",03/30/1920,40.735657,-74.1723667
"Beaumont, Riverside County, California, 92223, United States",03/30/1929,33.9299925,-116.9763092
"Baguio, Cordillera Administrative Region, 2600, Pilipinas",03/30/1952,16.4119905,120.5933719
"Alma, Bacon County, Georgia, 31510, United States",03/30/1959,31.5393701,-82.4623557
"Sora, Frosinone, Lazio, 03039, Italia",03/30/1963,41.7203358,13.6139576
"New Orleans, Orleans Parish, Louisiana, United States",03/30/1967,29.9759983,-90.0782127
"Cuiabá, Região Geográfica Imediata de Cuiabá, Região Geográfica Intermediária de Cuiabá, Mato Grosso, Região Centro-Oeste, Brasil",03/30/1980,-15.5986686,-56.0991301
"Newark, Essex County, New Jersey, United States",03/30/1983,40.735657,-74.1723667
"Pemba, Cidade de Pemba, Cabo Delgado, 3203, Moçambique",03/30/1986,-12.9735551,40.5215098
"پاڑہ چنار, تحصیل کرم بالا, ضلع کرم, کوہاٹ ڈویژن, خیبر پختونخوا, پاکستان",03/30/1987,33.8967938,70.1000564
"Bazaar, Chase County, Kansas, United States",03/31/1931,38.2719604,-96.5352854
"Bedford, Cuyahoga County, Ohio, 44146, United States",03/31/1932,41.39311,-81.536509
"Indapur, Pune District, Maharashtra, India",03/31/1956,18.1125305,74.92386542316771
"นครราชสีมา, หัวทะเล, จังหวัดนครราชสีมา, 30000, ประเทศไทย",03/31/1956,14.9747339,102.0981161
"Tangiers Hostel, 64, Rue Ibn Batouta زنقة ابن بطوطة, Jnan Kaptan, Tanger طنجة, arrondissement de Tanger-Medina طنجة المدينة, طنجة, Pachalik de Tanger باشوية طنجة, Préfecture de Tanger-Assilah عمالة طنجة-أصيلة, Tanger-Tétouan-Al Hoceïma ⵟⴰⵏⵊ-ⵟⵉⵜⴰⵡⵉⵏ-ⵍⵃⵓⵙⵉⵎⴰ طنجة تطوان الحسيمة, 90030, Maroc ⵍⵎⵖⵔⵉⴱ المغرب",03/31/1965,35.7872155,-5.8135537
"Ontario, San Bernardino County, California, United States",03/31/1971,34.065846,-117.64843
"Bimini, The Bahamas",03/31/1984,25.7032538,-79.27330627976312
"Maravatio, Maravatío, Michoacán, México",03/31/1986,19.8942123,-100.4423505
"القاهرة, مصر",03/31/1988,30.0443879,31.2357257
"Anchorage, Alaska, United States",03/31/1993,61.1758781,-149.1107333
"Balotești, Stănișești, Bacău, 607586, România",03/31/1995,46.4016758,27.3135004
"Ciudad de México, Cuauhtémoc, Ciudad de México, México",03/31/1998,19.4326296,-99.1331785
"Rio Bonito, Região Geográfica Imediata de Rio Bonito, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 28800-000, Brasil",03/31/2006,-22.736856600000003,-42.57021112599284
"Beauvais, Oise, Hauts-de-France, France métropolitaine, 60000, France",04/01/1935,49.4300997,2.0823355
"Le Pavillon Garries, 2544, Frederick Douglass Boulevard, Harlem, Manhattan, New York County, City of New York, New York, 10039, United States",04/01/1936,40.8168229,-73.9460805
"Pittsburgh, Allegheny County, Pennsylvania, United States",04/01/1956,40.4416941,-79.9900861
"Phelan, San Bernardino County, California, United States",04/01/1967,34.426298,-117.5725026
"Thành phố Phú Quốc, Tỉnh Kiên Giang, Việt Nam",04/01/1968,10.2162807,103.9875395
"городской округ Новосибирск, Новосибирская область, Сибирский федеральный округ, Россия",04/01/1970,55.0288307,82.9226887
"Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, Sidi Belyout ⵙⵉⴷⵉ ⴱⵍⵢⵓⵟ سيدي بليوط, arrondissement de Sidi Belyout مقاطعة سيدي بليوط, préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, Maroc ⵍⵎⵖⵔⵉⴱ المغرب",04/01/1970,33.5945144,-7.6200284
"Anchorage, Alaska, United States",04/01/1987,61.1758781,-149.1107333
"San Pedro Town, Belize District, Belize",04/01/1991,17.9204087,-87.9621768
"Aspen, Pitkin County, Colorado, United States",04/01/1993,39.1911128,-106.82356
"Tegucigalpa, Distrito Central, Francisco Morazán, Honduras",04/01/1997,14.1057433,-87.2040052
"Gualeguaychú, Distrito Costa Uruguay Sur, Departamento Gualeguaychú, Entre Ríos, Argentina",04/01/2000,-33.0078585,-58.5103466
"Cairns, Cairns Regional, Queensland, 4870, Australia",04/01/2002,-16.9206657,145.7721854
"Crimond, Aberdeenshire, Alba / Scotland, AB43 8QH, United Kingdom",04/01/2009,57.6005059,-1.9153548
"Bogotá, Bogotá, Distrito Capital, RAP (Especial) Central, Colombia",04/02/1951,4.6533816,-74.0836333
"Pensacola, Escambia County, Florida, United States",04/02/1955,30.421309,-87.2169149
"Seattle, King County, Washington, United States",04/02/1956,47.6038321,-122.330062
"Quito, Pichincha, 170130, Ecuador",04/02/1958,-0.2201641,-78.5123274
"Lima Metropolitana, Lima, Perú",04/02/1967,-12.0621065,-77.0365256
"Zawoja, gmina Zawoja, powiat suski, województwo małopolskie, Polska",04/02/1969,49.6600228,19.5579106
"Đường Lê Quang Đạo, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 10074, Việt Nam",04/02/1969,21.0097387,105.773423
"New Providence, The Bahamas",04/02/1969,25.0302511,-77.39603414176767
"Cambridge, Dorchester County, Maryland, 21613, United States",04/02/1970,38.5714624,-76.0763177
"Puerto Asis, Yavaraté, Vaupés, RAP Amazonía, Colombia",04/02/1976,0.8875425,-69.9794511
"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 105 57, Ελλάς",04/02/1986,37.9755648,23.7348324
"Magdalena, Socorro County, New Mexico, 87825, United States",04/02/1986,34.1169903,-107.243372
"Skien, Rektor Ørns gate, Mæla, Gjerpen, Skien, Vestfold og Telemark, 3717, Norge",04/02/1987,59.2189671,9.6033784
"Isla de Margarita, Municipio Díaz, Nueva Esparta, Venezuela",04/02/1993,11.0205596,-63.90739842745219
"Hemkenrode, Cremlingen, Landkreis Wolfenbüttel, Niedersachsen, Deutschland",04/03/1933,52.226706899999996,10.710483448136292
"Marrakech ⵎⵕⵕⴰⴽⵯⵛ مراكش, arrondissement de Marrakech-Medina مراكش المدينة, Pachalik de Marrakech, Préfecture de Marrakech عمالة مراكش, Marrakech-Safi ⵎⵕⵕⴰⴽⵛ-ⴰⵙⴼⵉ مراكش-أسفي, Maroc ⵍⵎⵖⵔⵉⴱ المغرب",04/03/1939,31.6258257,-7.9891608
"Adana, Seyhan, Adana, Akdeniz Bölgesi, 01010, Türkiye",04/03/1954,36.9863599,35.3252861
"Llico, Arauco, Provincia de Arauco, Región del Biobío, Chile",04/03/1961,-37.1981493,-73.5648656
